Source,Updated,Provider,Organization_Name,Location_Address,Location_Directions,Longitude,Latitude,Email,Phone,Website,Location_Services
The Gardens Network,2023,Community Garden,Shorewood Hills,"43.07694,-89.4404054","https://www.google.com/maps/dir//43.07694,-89.4404054",-89.4404,43.07694,"In Location Services, if listed","In Location Services, if listed","In Location Services, if listed","Located north of Shorewood Hills Pool and south of the intersection of Harvard Dr. and Yale Rd.<br>This garden offers 64 plots for the residents of Shorewood Hills. For more information or to register for a community garden plot, contact John Carey at johncarey099@gmail.com or 608-345-4008.<br><br>Situado al norte de la piscina Shorewood Hills Pool y al sur de la intersección de las calles Harvard Dr. y Yale Rd.<br>Este huerto ofrece 64 parcelas para los residentes de Shorewood Hills. Para obtener más información o para registrarse para una parcela, comuníquese con John Carey al johncarey099@gmail.com o al 608-345-4008."
The Gardens Network,2023,Community Garden,Cottage Grove,"43.07935,-89.2008626","https://www.google.com/maps/dir//43.07935,-89.2008626",-89.2009,43.07935,"In Location Services, if listed","In Location Services, if listed","In Location Services, if listed","229 North Main Street, Cottage Grove.<br>This community garden is located on the grounds of Bryn Mawr Presbyterian Church and offers 40 garden plots. For more information or to register for a plot, contact <br>cgcommunitygarden1@gmail.com.<br><br>Este huerto comunitario está ubicado en los terrenos de la Iglesia Presbiteriana Bryn Mawr y ofrece 40 parcelas de huerto. Para obtener más información o para registrarse para una parcela, comuníquese al <br>cgcommunitygarden1@gmail.com."
The Gardens Network,2023,Community Garden,DeForest Community Garden,"43.23929,-89.3334389","https://www.google.com/maps/dir//43.23929,-89.3334389",-89.3334,43.23929,"In Location Services, if listed","In Location Services, if listed","In Location Services, if listed","Libertyland Park, parking available on Constitution Lane.<br><br>The garden was installed in 2013. It offers 36 plots, 12 of which are designated organic. The plots are 20’x20’ with access to water and tool shed. Rental of a plot is $25 per season and requires a $50 deposit. Plots are open from May 1 to the last Sunday in October of the same year. There is a DeForest resident preferential window until March 6, after that plots are assigned on a first come, first serve basis. New gardeners can visit the garden's website or contact Reese MacAskill at macaskillr@vi.deforest.wi.us.<br><br>El huerto fue instalada en el año 2013. Ofrece 36 parcelas, 12 de las cuales están designadas como orgánicas. Las parcelas son 20’x20 'con acceso a agua y un cobertizo para aguardar herramientas. El alquiler de una parcela es de $25 por temporada y requiere un depósito de $50. Las parcelas están abiertas desde el 1 de mayo hasta el último domingo de octubre del mismo año. Para los residentes de DeForest sera hasta el 6 de marzo. Las parcelas se asignan basadas en el orden que lleguen. Los nuevos jardineros pueden visitar el sitio web del huerto o comunicarse con Reese MacAskill al macaskillr@vi.deforest.wi.us."
The Gardens Network,2023,Community Garden,Fitchburg: All Saints Lutheran Church Community Garden,"43.01512,-89.43326","https://www.google.com/maps/dir//43.01512,-89.43326",-89.4333,43.01512,"In Location Services, if listed","In Location Services, if listed","In Location Services, if listed","2951 Chapel Valley Road, on the grounds of All Saints Lutheran Church.<br>This garden offers a mix of till and no till garden plots. Plots are approximately 220 sq. ft. (11' x 20'). Donations accepted. For more information or to register for a plot, contact allsaintsmadisongarden@gmail.com Este huerto ofrece una mezcla de parcelas de cultivo y no cultivo. Las parcelas son de aproximadamente 220 pies cuadrados (11 'x 20'). Se aceptan donaciones. Para obtener más información o para registrarse para una parcela, póngase en contacto con allsaintsmadisongarden@gmail.com"
The Gardens Network,2023,Community Garden,Middleton: Bock,"43.11034,-89.4771194","https://www.google.com/maps/dir//43.11034,-89.4771194",-89.4771,43.11034,"In Location Services, if listed","In Location Services, if listed","In Location Services, if listed","Located on Highland Way and Cedar Ridge Road in Middleton.<br>https://sites.google.com/site/bockcg/<br>All gardens are organic; garden rental preference is given to Middleton residents. This garden includes plot rental gardens, a fruit orchard, a cane berry patch, a childrens garden, and a food pantry garden. For plot availability information contact the Garden Registrar at: bockgarden@gmail.com. Todos los huertos son orgánicos; Se le da preferencia a los residentes de Middleton. Este huerto incluye parcelas de huerta, un huerto de frutales, una parcela de bayas de caña, un jardín para niños y un jardín de despensa. Para obtener información sobre la disponibilidad de parcelas, comuníquese con el registrador de huertos en: bockgarden@gmail.com"
The Gardens Network,2023,Community Garden,Middleton: Middleton Hills,"43.11317,-89.5011199","https://www.google.com/maps/dir//43.11317,-89.5011199",-89.5011,43.11317,"In Location Services, if listed","In Location Services, if listed","In Location Services, if listed","High Road and Apprentice Place.<br>This garden provides 50 garden plots for residents of Middleton Hills. For more information or to register for a community garden plot, contact Becky Ryan at 1ryanfamily@gmail.com or (608) 203-6429. Este huerto ofrece 50 parcelas de jardín para los residentes de Middleton Hills. Para obtener más información o para registrarse a un huerto comunitario, comuníquese con Becky Ryan al 1ryanfamily@gmail.com o al (608) 203-6429."
The Gardens Network,2023,Community Garden,Middleton Outreach Ministries (MOM) Food Pantry and Community Garden,"43.10355,-89.5385742","https://www.google.com/maps/dir//43.10355,-89.5385742",-89.5386,43.10355,"In Location Services, if listed","In Location Services, if listed","In Location Services, if listed","Located on Evergreen road between Fir Land and Pleasant View Road (next to MOM Food Pantry in Middleton’s Industrial Park).<br>The garden is approximately ¼ acre. 20’x20′ garden plots are available at no cost to those who are clients of the Middleton Outreach Ministry Food Pantry. Mulch, compost, tools, and many seeds and plants are available for all gardeners. There are two weekly work sessions for volunteers to work on the garden. For more information, or to register for a garden plot, contact the registrar, Dan Johnson, at (608) 836-1638. El huerto es de aproximadamente ¼ de acre. Las parcelas de 20’x20 ′ están disponibles sin costo para aquellos que son clientes del Middleton Outreach Ministry Food Pantry. Mantillo, abono, herramientas y muchas semillas y plantas están disponibles para todos los jardineros. Hay dos sesiones de trabajo semanales para que voluntarios trabajen en el jardín. Para obtener más información o para registrarce a un huerto, comuníquese con el registrador, Dan Johnson, al (608) 836-1638."
The Gardens Network,2023,Community Garden,Middleton: Terra Grower Farm,"43.14236,-89.4938993","https://www.google.com/maps/dir//43.14236,-89.4938993",-89.4939,43.14236,"In Location Services, if listed","In Location Services, if listed","In Location Services, if listed","Located approximately 1 mile north of Middleton on Pheasant Branch Road. https://www.facebook.com/terragrowers/<br>Terra Grower Farm is a 100-year old family farm The owners would like to offer garden plots to interested community gardeners. The garden is a no chemical/no pesticide gardening space. For more information contact Elliott Long at (608) 237-1343. Terra Grower Farm es una granja familiar de 100 años. Los propietarios desean ofrecer parcelas de el huerto a los jardineros comunitarios que estén interesados. El huerto es un espacio de jardinería sin químicos / sin pesticidas. Para obtener más información, comuníquese con Elliott Long al (608) 237-1343."
The Gardens Network,2023,Community Garden,Oregon,"42.9301,-89.4012451","https://www.google.com/maps/dir//42.9301,-89.4012451",-89.4012,42.9301,"In Location Services, if listed","In Location Services, if listed","In Location Services, if listed","103 N. Alpine Parkway, Oregon.<br>This community garden is located on the grounds of Peoples United Methodist Church and offers 16 garden plots. For more information or to register for a garden plot, contact Barb Feeney at bafeeney@gmail.com or (608) 843-2272. Este huerto comunitario está ubicado en los terrenos de la Iglesia Peoples United Methodist Church y ofrece 16 parcelas de jardín. Para obtener más información o para registrarse a una parcela de jardín, comuníquese con Barb Feeney en bafeeney@gmail.com o al (608) 843-2272."
The Gardens Network,2023,Community Garden,Stoughton United Methodist Church,"42.92283,-89.2328131","https://www.google.com/maps/dir//42.92283,-89.2328131",-89.2328,42.92283,"In Location Services, if listed","In Location Services, if listed","In Location Services, if listed","525 Lincoln Avenue, Stoughton.<br>This organic community garden is located on the grounds of Stoughton United Methodist Church at 525 Lincoln Avenue. For more information or to register for a garden plot, call (608) 873-3273 or email facilitiesteam@stoughtonumc10.org. <br>Este huerto comunitario es orgánico cual se ubica en los terrenos de la Iglesia Metodista Stoughton United en 525 Lincoln Avenue. Para más información o para registrarse a un huerto, llame al (608) 873-3273 o envíe un correo electrónico a facilitiesteam@stoughtonumc10.org."
